mets	metBiGGID	metChEBIID	metEHMNID	metHMDBID	metHMR2ID	metHepatoNET1ID	metKEGGID	metLipidMapsID	metMetaNetXID	metPubChemID	metRecon3DID	metRetired	metsNoComp
"MAM00952e"	"4aabutn"	"CHEBI:17645"	""	"HMDB0003681"	""	""	"C02946"	""	"MNXM2083"	"18189"	"4aabutn"	"m00952s"	"MAM00952"
"MAM01922e"	"4tmeabutn"	"CHEBI:16244"	""	""	""	""	"C01181"	""	"MNXM626"	""	"4tmeabutn"	"m01922s"	"MAM01922"
"MAM01705e"	"56dthm"	"CHEBI:27468"	""	"HMDB0000079"	""	"HC00582"	"C00906"	""	"MNXM772"	"93556"	"56dthm"	"m01705s"	"MAM01705"
"MAM01052e"	"56dura"	"CHEBI:15901"	""	"HMDB0000076"	""	"HC00348"	"C00429"	""	"MNXM506"	"649"	"56dura"	"m01052s"	"MAM01052"
"MAM01074e"	"5aop"	"CHEBI:17549"	""	"HMDB0001149"	""	"HC00349"	"C00430"	""	"MNXM405"	"137"	"5aop"	"m01074s"	"MAM01074"
"MAM01042e"	"5HPET"	"CHEBI:15632"	""	""	""	""	""	"LMFA03060012"	"MNXM163693;MNXM808"	"5280778"	"5HPET"	"m01042s"	"MAM01042"
"MAM02805e"	"7dhchsterol"	"CHEBI:17759"	""	"HMDB0000032"	""	"HC00693"	"C01164"	"LMST01010069"	"MNXM162639;MNXM710"	"439423"	"7dhchsterol"	"m02805s"	"MAM02805"
"MAM03396e"	"abt__D"	""	""	""	""	""	""	""	"MNXM1018"	""	"abt_D"	"abt_D_s"	"MAM03396"
"MAM03396c"	"abt__D"	""	""	""	""	""	""	""	"MNXM1018"	""	"abt_D"	"abt_D_c"	"MAM03396"
"MAM02536c"	"acglu"	"CHEBI:12575"	""	"HMDB0001138"	""	""	"C00624"	""	"MNXM730"	"185"	"acglu"	"m02536c"	"MAM02536"
"MAM02536e"	"acglu"	"CHEBI:12575"	""	"HMDB0001138"	""	""	"C00624"	""	"MNXM730"	"185"	"acglu"	"m02536s"	"MAM02536"
"MAM03397m"	"acgly"	""	""	""	""	""	""	""	""	""	"acgly"	"acgly_m"	"MAM03397"
"MAM03397c"	"acgly"	""	""	""	""	""	""	""	""	""	"acgly"	"acgly_c"	"MAM03397"
"MAM03397e"	"acgly"	""	""	""	""	""	""	""	""	""	"acgly"	"acgly_s"	"MAM03397"
"MAM03401e"	"aclys"	""	""	""	""	""	""	""	""	""	"aclys"	"aclys_s"	"MAM03401"
"MAM03401m"	"aclys"	""	""	""	""	""	""	""	""	""	"aclys"	"aclys_m"	"MAM03401"
"MAM02546e"	"acorn"	"CHEBI:16543"	""	"HMDB0003357"	""	""	"C00437"	""	"MNXM817"	"439232"	"acorn"	"m02546s"	"MAM02546"
"MAM03406m"	""	""	""	""	""	""	""	""	""	""	"acthr_L"	"acthr_L_m"	"MAM03406"
"MAM03406c"	""	""	""	""	""	""	""	""	""	""	"acthr_L"	"acthr_L_c"	"MAM03406"
"MAM03406e"	""	""	""	""	""	""	""	""	""	""	"acthr_L"	"acthr_L_s"	"MAM03406"
"MAM03408e"	"adpac"	"CHEBI:30832"	""	"HMDB0000448"	""	""	"C06104"	""	"MNXM163728"	"196"	"adpac"	"adpac_s"	"MAM03408"
"MAM03410e"	"adpoh"	""	""	""	""	""	""	""	""	""	"adpoh"	"adpoh_s"	"MAM03410"
"MAM01313e"	""	"CHEBI:15676"	""	"HMDB0000462"	""	""	"C01551"	""	"MNXM612"	"204"	"alltn"	"m01313s"	"MAM01313"
"MAM02877e"	"amet"	"CHEBI:15414"	""	"HMDB0001185"	""	"HC00029"	"C00019"	""	"MNXM16"	"16757548"	"amet"	"m02877s"	"MAM02877"
"MAM03433e"	"and19one"	""	""	""	""	""	""	""	""	""	"and19one"	"and19one_s"	"MAM03433"
"MAM02733e"	"pa_hs"	"CHEBI:16337"	""	""	""	"HC02049"	"C00416"	"LMGP10010000"	"MNXM77635"	""	"pa_hs"	"m02733s"	"MAM02733"
"MAM03434e"	"aracheth"	""	""	""	""	""	""	""	""	""	"aracheth"	"aracheth_s"	"MAM03434"
"MAM01399e"	"biliverd"	"CHEBI:17033"	""	""	""	""	"C00500"	""	"MNXM416"	""	"biliverd"	"m01399s"	"MAM01399"
"MAM00169e"	""	"CHEBI:35619"	""	"HMDB0000452"	""	""	"C02356"	"LMFA01100034"	"MNXM17054"	"80283"	"C02356"	"m00169s"	"MAM00169"
"MAM02540e"	""	"CHEBI:165927"	""	"HMDB0011745"	""	""	"C02712"	""	"MNXM7576"	"6180"	"C02712"	"m02540s"	"MAM02540"
"MAM00337e"	""	"CHEBI:15655"	""	"HMDB0003871"	""	""	"C04717"	"LMFA02000034"	"MNXM165530;MNXM2313"	"5280720"	"C04717"	"m00337s"	"MAM00337"
"MAM01040e"	""	"CHEBI:28209"	""	"HMDB0011134"	""	""	"C04805"	"LMFA03060002"	"MNXM38414"	"5280733"	"C04805"	"m01040s"	"MAM01040"
"MAM02796e"	""	"CHEBI:27485"	""	"HMDB0002710"	""	""	"C05957"	"LMFA03010019"	"MNXM7704"	"5280884"	"C05957"	"m02796s"	"MAM02796"
"MAM02395e"	""	"CHEBI:6498"	""	"HMDB0004385"	""	""	"C06314"	"LMFA03040001"	"MNXM12129"	"5280914"	"C06314"	"m02395s"	"MAM02395"
"MAM02396e"	""	"CHEBI:6499"	""	"HMDB0005082"	""	""	"C06315"	"LMFA03040002"	"MNXM12130"	"5280915"	"C06315"	"m02396s"	"MAM02396"
"MAM01335e"	""	"CHEBI:2700"	""	"HMDB0004080"	""	""	"C11695"	"LMFA08040001"	"MNXM5060"	"5281969"	"C11695"	"m01335s"	"MAM01335"
"MAM01054e"	""	"CHEBI:34450"	""	"HMDB0002190"	""	""	"C14768"	"LMFA03080002"	"MNXM6120"	"5283202"	"C14768"	"m01054s"	"MAM01054"
"MAM01209e"	""	"CHEBI:34490"	""	"HMDB0002232"	""	""	"C14769"	"LMFA03080003"	"MNXM6139"	"5283203"	"C14769"	"m01209s"	"MAM01209"
"MAM00279e"	""	""	""	"HMDB0004673"	""	""	"C14770"	"LMFA03080004"	"MNXM6048"	"5353269"	"C14770"	"m00279s"	"MAM00279"
"MAM00366e"	""	"CHEBI:34157"	""	"HMDB0004264"	""	""	"C14771"	"LMFA03080005"	"MNXM6053"	"5283205"	"C14771"	"m00366s"	"MAM00366"
"MAM01216e"	""	""	""	"HMDB0004701"	""	""	"C14825"	"LMFA01070018;LMFA02000037"	"MNXM6142"	"6246154"	"C14825"	"m01216s"	"MAM01216"
"MAM00305e"	""	"CHEBI:38299"	""	"HMDB0004702"	""	""	"C14826"	"LMFA02000038"	"MNXM91839"	"5356421"	"C14826"	"m00305s"	"MAM00305"
"MAM01168e"	""	"CHEBI:28158"	"CE0955"	"HMDB0002886"	""	""	"C05961"	""	"MNXM6131"	"5280888"	"CE0955"	"m01168s"	"MAM01168"
"MAM00308e"	""	""	"CE1243"	""	""	""	""	""	"MNXM13995"	"182416"	"CE1243"	"m00308s"	"MAM00308"
"MAM01087e"	""	""	"CE1273"	"HMDB0002208"	""	""	""	"LMST04030177"	"MNXM163691"	"6453659"	"CE1273"	"m01087s"	"MAM01087"
"MAM03329e"	"CE1297"	""	"CE1297"	""	""	""	""	""	"MNXM164395"	"129846"	"CE1297"	"CE1297_s"	"MAM03329"
"MAM02530e"	""	""	"CE1554"	""	""	""	""	""	"MNXM19630"	"132213"	"CE1554"	"m02530s"	"MAM02530"
"MAM02531e"	""	""	"CE1556"	""	""	""	""	""	"MNXM163469"	"99715"	"CE1556"	"m02531s"	"MAM02531"
"MAM01392e"	""	"CHEBI:37084"	"CE2028"	"HMDB0000754"	""	""	""	""	"MNXM36533"	"69362"	"CE2028"	"m01392s"	"MAM01392"
"MAM00830e"	""	""	"CE2176"	"HMDB0001434"	""	""	""	""	"MNXM10073"	"1670"	"CE2176"	"m00830s"	"MAM00830"
"MAM01172e"	""	"CHEBI:63981"	"CE2445"	"HMDB0005087"	""	""	""	"LMFA03020013"	"MNXM48977"	"5283128"	"CE2445"	"m01172s"	"MAM01172"
"MAM00378e"	""	""	"CE2537"	""	""	""	""	"LMFA03050007"	"MNXM165539;MNXM33401"	"1437"	"CE2537"	"m00378s"	"MAM00378"
"MAM03569e"	"eidi1114ac"	"CHEBI:603631"	""	"HMDB0005060"	""	""	"C16525"	""	""	"6439848"	"eidi1114ac"	"eidi1114ac_s"	"MAM03569"
"MAM00384e"	""	""	"CE5304"	""	""	""	""	""	"MNXM33412"	"5283052"	"CE5304"	"m00384s"	"MAM00384"
"MAM01337e"	""	""	"CE6031"	""	""	""	""	""	"MNXM42074"	"159663"	"CE6031"	"m01337s"	"MAM01337"
"MAM01047e"	""	""	"CE6247"	""	""	""	""	""	"MNXM164328"	"1589"	"CE6247"	"m01047s"	"MAM01047"
"MAM00376e"	""	""	"CE7082"	""	""	""	""	"LMFA03070009"	"MNXM33490"	"5283192"	"CE7082"	"m00376s"	"MAM00376"
"MAM02365e"	""	""	"CE7083"	""	""	""	""	"LMFA03070018"	"MNXM59982"	"5283125"	"CE7083"	"m02365s"	"MAM02365"
"MAM00365e"	""	""	"CE7172"	""	""	""	""	"LMFA03060077"	"MNXM33360"	"188277"	"CE7172"	"m00365s"	"MAM00365"
"MAM01616e"	"cortsn"	"CHEBI:16962"	""	""	""	""	""	"LMST02030090"	"MNXM164685;MNXM898"	"222786"	"cortsn"	"m01616s"	"MAM01616"
"MAM03550e"	"didecaeth"	"CHEBI:85263"	""	""	""	""	""	""	""	""	"didecaeth"	"didecaeth_s"	"MAM03550"
"MAM03551e"	"diholineth"	""	""	""	""	""	""	""	""	""	"diholineth"	"diholineth_s"	"MAM03551"
"MAM03558e"	"docohxeth"	"CHEBI:134165"	""	""	""	""	""	""	""	""	"docohxeth"	"docohxeth_s"	"MAM03558"
"MAM03561e"	"docteteth"	"CHEBI:34478"	""	""	""	""	""	""	""	""	"docteteth"	"docteteth_s"	"MAM03561"
"MAM03562e"	"dodecanac"	"CHEBI:76273"	""	""	""	""	""	""	""	"12736"	"dodecanac"	"dodecanac_s"	"MAM03562"
"MAM02574e"	"forglu"	"CHEBI:7274"	""	"HMDB0000854"	""	"HC00357"	"C00439"	""	"MNXM496"	"439233"	"forglu"	"m02574s"	"MAM02574"
"MAM02479e"	""	"CHEBI:30860"	""	"HMDB0000202"	""	"HC00900"	"C02170"	""	"MNXM1572"	"487"	"HC00900"	"m02479s"	"MAM02479"
"MAM03649e"	"hepdeceth"	"CHEBI:165587"	""	""	""	""	""	""	""	""	"hepdeceth"	"hepdeceth_s"	"MAM03649"
"MAM03652e"	"hexdeceeth"	"CHEBI:71465"	""	""	""	""	""	""	""	""	"hexdeceeth"	"hexdeceeth_s"	"MAM03652"
"MAM03654e"	"hexdiac"	"CHEBI:76276"	""	""	""	""	""	""	""	"10459"	"hexdiac"	"hexdiac_s"	"MAM03654"
"MAM02135e"	"hgentis"	"CHEBI:44747"	""	"HMDB0000130"	""	"HC00423"	"C00544"	""	"MNXM345"	"780"	"hgentis"	"m02135s"	"MAM02135"
"MAM02132e"	"hmcarn"	""	""	""	""	""	""	""	"MNXM56612"	""	"hmcarn"	"m02132s"	"MAM02132"
"MAM03681e"	"hmcr"	""	""	""	""	""	""	""	""	""	"hmcr"	"hmcr_s"	"MAM03681"
"MAM02122e"	""	"CHEBI:27540"	""	"HMDB0002845"	""	"HC01409"	"C05270"	"LMFA07050001"	"MNXM162502;MNXM553"	"440611"	"hxcoa"	"m02122s"	"MAM02122"
"MAM00585e"	"leuktrB4wcooh"	"CHEBI:27562"	"CE2054"	"HMDB0006059"	""	""	"C05950"	"LMFA03020016"	"MNXM22450"	"5280877"	"leuktrB4wcooh"	"m00585s"	"MAM00585"
"MAM00599e"	"leuktrB4woh"	"CHEBI:15646"	""	"HMDB0001509"	""	""	"C04853"	"LMFA03020018"	"MNXM1169;MNXM92716"	"5280745"	"leuktrB4woh"	"m00599s"	"MAM00599"
"MAM03724e"	"lineth"	""	""	""	""	""	""	""	""	""	"lineth"	"lineth_s"	"MAM03724"
"MAM02413e"	"Lpipecol"	"CHEBI:30913"	""	"HMDB0000716"	""	""	"C00408"	""	"MNXM684"	"439227"	"Lpipecol"	"m02413s"	"MAM02413"
"MAM02343e"	"lthstrl"	"CHEBI:17168"	""	"HMDB0001170"	""	"HC00706"	"C01189"	"LMST01010089"	"MNXM162760;MNXM810"	"65728"	"lthstrl"	"m02343s"	"MAM02343"
"MAM00167e"	"mev__R"	"CHEBI:25351"	""	"HMDB0000227"	""	"HC00343"	"C00418"	""	"MNXM333"	"449"	"mev_R"	"m00167s"	"MAM00167"
"MAM02173e"	"mi1p__D"	"CHEBI:18297"	""	""	""	"HC00698"	"C01177"	""	"MNXM646"	""	"mi1p_D"	"m02173s"	"MAM02173"
"MAM02532e"	"Nacasp"	"CHEBI:21547"	""	"HMDB0000812"	""	""	"C01042"	""	"MNXM163864"	"65065"	"Nacasp"	"m02532s"	"MAM02532"
"MAM02497e"	"nwharg"	"CHEBI:7101"	""	""	""	"HC01658"	"C05933"	""	"MNXM92470"	"440849"	"nwharg"	"m02497s"	"MAM02497"
"MAM03796e"	"oleth"	""	""	""	""	""	""	""	""	""	"oleth"	"oleth_s"	"MAM03796"
"MAM02381e"	"pcollg5hlys"	"CHEBI:18040"	""	"HMDB0000450"	""	""	"C16741"	""	"MNXM5281"	"3032849"	"pcollg5hlys"	"m02381s"	"MAM02381"
"MAM03857e"	"pendecaeth"	""	""	""	""	""	""	""	""	""	"pendecaeth"	"pendecaeth_s"	"MAM03857"
"MAM03885e"	"pmeth"	""	""	""	""	""	""	""	""	""	"pmeth"	"pmeth_s"	"MAM03885"
"MAM02868e"	"saccrp__L"	"CHEBI:16927"	""	""	""	"HC00363"	"C00449"	""	"MNXM384"	"160556"	"saccrp_L"	"m02868s"	"MAM02868"
"MAM03923e"	"sebacid"	"CHEBI:41865"	""	"HMDB0000792"	""	""	"C08277"	""	"MNXM163575"	"5192"	"sebacid"	"sebacid_s"	"MAM03923"
"MAM03936e"	"sphmyln180241_hs"	""	""	""	""	""	""	""	""	""	"sphmyln180241_hs"	"sphmyln180241_hs_s"	"MAM03936"
"MAM03937e"	"sphmyln18114_hs"	""	""	""	""	""	""	""	""	""	"sphmyln18114_hs"	"sphmyln18114_hs_s"	"MAM03937"
"MAM03938e"	"sphmyln18115_hs"	""	""	""	""	""	""	""	""	""	"sphmyln18115_hs"	"sphmyln18115_hs_s"	"MAM03938"
"MAM03940e"	"sphmyln18116_hs"	""	""	""	""	""	""	""	""	""	"sphmyln18116_hs"	"sphmyln18116_hs_s"	"MAM03940"
"MAM03939e"	"sphmyln181161_hs"	""	""	""	""	""	""	""	""	""	"sphmyln181161_hs"	"sphmyln181161_hs_s"	"MAM03939"
"MAM03941e"	"sphmyln18117_hs"	""	""	""	""	""	""	""	""	""	"sphmyln18117_hs"	"sphmyln18117_hs_s"	"MAM03941"
"MAM03943e"	"sphmyln18118_hs"	""	""	""	""	""	""	""	""	""	"sphmyln18118_hs"	"sphmyln18118_hs_s"	"MAM03943"
"MAM03942e"	"sphmyln181181_hs"	""	""	""	""	""	""	""	""	""	"sphmyln181181_hs"	"sphmyln181181_hs_s"	"MAM03942"
"MAM03945e"	"sphmyln18120_hs"	""	""	""	""	""	""	""	""	""	"sphmyln18120_hs"	"sphmyln18120_hs_s"	"MAM03945"
"MAM03944e"	"sphmyln181201_hs"	""	""	""	""	""	""	""	""	""	"sphmyln181201_hs"	"sphmyln181201_hs_s"	"MAM03944"
"MAM03946e"	"sphmyln18121_hs"	""	""	""	""	""	""	""	""	""	"sphmyln18121_hs"	"sphmyln18121_hs_s"	"MAM03946"
"MAM03948e"	"sphmyln18122_hs"	""	""	""	""	""	""	""	""	""	"sphmyln18122_hs"	"sphmyln18122_hs_s"	"MAM03948"
"MAM03947e"	"sphmyln181221_hs"	""	""	""	""	""	""	""	""	""	"sphmyln181221_hs"	"sphmyln181221_hs_s"	"MAM03947"
"MAM03949e"	"sphmyln18123_hs"	""	""	""	""	""	""	""	""	""	"sphmyln18123_hs"	"sphmyln18123_hs_s"	"MAM03949"
"MAM03950e"	"sphmyln1824_hs"	""	""	""	""	""	""	""	""	""	"sphmyln1824_hs"	"sphmyln1824_hs_s"	"MAM03950"
"MAM03951e"	"sphmyln1825_hs"	""	""	""	""	""	""	""	""	""	"sphmyln1825_hs"	"sphmyln1825_hs_s"	"MAM03951"
"MAM03953e"	"steeth"	""	""	""	""	""	""	""	""	""	"steeth"	"steeth_s"	"MAM03953"
"MAM03954e"	"subeac"	"CHEBI:9300"	""	"HMDB0000893"	""	""	"C08278"	""	"MNXM12964"	"10457"	"subeac"	"subeac_s"	"MAM03954"
"MAM03976e"	"tetdeca511ac"	""	""	""	""	""	""	""	""	""	"tetdeca511ac"	"tetdeca511ac_s"	"MAM03976"
"MAM03977e"	"tetdecaeth"	""	""	""	""	""	""	""	""	""	"tetdecaeth"	"tetdecaeth_s"	"MAM03977"
"MAM02992e"	"thrnt"	"CHEBI:15908"	""	""	""	""	"C01620"	""	"MNXM18958"	"5460407"	"thrnt"	"m02992s"	"MAM02992"
"MAM02517e"	"tmlys"	"CHEBI:17311"	""	"HMDB0001325"	""	""	"C03793"	""	"MNXM1486"	"440120"	"tmlys"	"m02517s"	"MAM02517"
"MAM04006e"	"trideceth"	""	""	""	""	""	""	""	""	""	"trideceth"	"trideceth_s"	"MAM04006"
"MAM03124e"	"urcan"	"CHEBI:30817"	""	"HMDB0000301"	""	"HC00534"	"C00785"	""	"MNXM700"	"736715"	"urcan"	"m03124s"	"MAM03124"
"MAM04076e"	"xolest182_hs"	""	""	""	""	""	""	""	""	""	"xolest182_hs"	"xolest182_hs_s"	"MAM04076"
"MAM01909e"	"galt"	"CHEBI:16813"	""	"HMDB0000107"	""	""	"C01697"	""	"MNXM1233"	"11850"	"galt"	"m01909s"	"MAM01909"
"MAM03619e"	"glyc2p"	""	""	""	""	""	""	""	"MNXM2527"	""	"glyc2p"	"glyc2p_s"	"MAM03619"
"MAM01998e"	"glyclt"	"CHEBI:17497"	""	"HMDB0000115"	""	""	"C00160"	""	"MNXM222"	"757"	"glyclt"	"m01998s"	"MAM01998"
"MAM03232e"	"3hpppn"	""	""	""	""	""	""	""	"MNXM1634"	""	"3hpppn"	"3hpppn_s"	"MAM03232"
"MAM03684m"	"hxa"	""	""	""	""	""	""	""	"MNXM1653"	""	"hxa"	"hxa_m"	"MAM03684"
"MAM03684x"	"hxa"	""	""	""	""	""	""	""	"MNXM1653"	""	"hxa"	"hxa_p"	"MAM03684"
"MAM02169e"	"ind3ac"	"CHEBI:16411"	""	"HMDB0000197"	""	""	"C00954"	""	"MNXM383"	"802"	"ind3ac"	"m02169s"	"MAM02169"
"MAM02350e"	"Lcyst"	"CHEBI:21260"	""	"HMDB0002757"	""	""	"C00506"	""	"MNXM713"	"25701"	"Lcyst"	"m02350s"	"MAM02350"
"MAM02413c"	"Lpipecol"	"CHEBI:30913"	""	"HMDB0000716"	""	""	"C00408"	""	"MNXM684"	"439227"	"Lpipecol"	"m02413c"	"MAM02413"
"MAM02633e"	"oaa"	"CHEBI:30744"	""	"HMDB0000223"	""	"HC00044"	"C00036"	""	"MNXM46"	"970"	"oaa"	"m02633s"	"MAM02633"
"MAM02720e"	"pac"	"CHEBI:30745"	""	"HMDB0000209"	""	"HC01781"	"C07086"	""	"MNXM497"	"999"	"pac"	"m02720s"	"MAM02720"
"MAM00916e"	"pser__L"	"CHEBI:15811"	""	"HMDB0000272"	""	"HC00621"	"C01005"	""	"MNXM379"	"68841"	"pser_L"	"m00916s"	"MAM00916"
"MAM02868c"	"saccrp__L"	"CHEBI:16927"	""	""	""	"HC00363"	"C00449"	""	"MNXM384"	"160556"	"saccrp_L"	"m02868c"	"MAM02868"
"MAM03399m"	""	""	""	""	""	""	""	""	""	""	"acile_L"	"acile_L_m"	"MAM03399"
"MAM03399c"	""	""	""	""	""	""	""	""	""	""	"acile_L"	"acile_L_c"	"MAM03399"
"MAM03399e"	""	""	""	""	""	""	""	""	""	""	"acile_L"	"acile_L_s"	"MAM03399"
"MAM03400m"	""	""	""	""	""	""	""	""	""	""	"acleu_L"	"acleu_L_m"	"MAM03400"
"MAM03400c"	""	""	""	""	""	""	""	""	""	""	"acleu_L"	"acleu_L_c"	"MAM03400"
"MAM03400e"	""	""	""	""	""	""	""	""	""	""	"acleu_L"	"acleu_L_s"	"MAM03400"
"MAM03398m"	""	""	""	""	""	""	""	""	""	""	"achom_L"	"achom_L_m"	"MAM03398"
"MAM03398c"	""	""	""	""	""	""	""	""	""	""	"achom_L"	"achom_L_c"	"MAM03398"
"MAM03398e"	""	""	""	""	""	""	""	""	""	""	"achom_L"	"achom_L_s"	"MAM03398"
"MAM03862e"	"phacgly"	""	""	""	""	""	""	""	""	""	"phacgly"	"phacgly_s"	"MAM03862"
"MAM02136m"	"hom__L"	"CHEBI:15699"	""	"HMDB0000719"	""	"HC00239"	"C00263"	""	"MNXM353"	"12647"	"hom_L"	"m02136m"	"MAM02136"
"MAM04061c"	"urscholcoa"	""	""	""	""	""	""	""	""	""	"urscholcoa"	"urscholcoa_c"	"MAM04061"
"MAM03313c"	"7klitchol"	""	""	""	""	""	""	""	""	""	"7klitchol"	"7klitchol_c"	"MAM03313"
"MAM01380m"	"bz"	"CHEBI:30746"	""	""	""	""	"C00180"	""	"MNXM217"	""	"bz"	"m01380m"	"MAM01380"
"MAM03485m"	"bzcoa"	""	""	""	""	""	""	""	""	""	"bzcoa"	"bzcoa_m"	"MAM03485"
"MAM02123m"	""	"CHEBI:18089"	""	"HMDB0000714"	""	""	"C01586"	""	"MNXM1577"	"464"	"bgly"	"m02123m"	"MAM02123"
"MAM02721m"	"phaccoa"	"CHEBI:15537"	""	"HMDB0006503"	""	""	"C00582"	""	"MNXM502"	"165620"	"phaccoa"	"m02721m"	"MAM02721"
"MAM02723m"	"pheacgly"	"CHEBI:27480"	""	""	""	""	""	""	"MNXM4775"	""	"pheacgly"	"m02723m"	"MAM02723"
"MAM03836c"	"pcresol"	"CHEBI:17847"	""	"HMDB0001858"	""	""	"C01468"	""	""	"2879"	"pcresol"	"pcresol_c"	"MAM03836"
"MAM03837c"	"pcs"	""	""	"HMDB0011635"	""	""	""	""	""	"4615423"	"pcs"	"pcs_c"	"MAM03837"
"MAM03701c"	"indole"	""	""	""	""	""	""	""	"MNXM377"	""	"indole"	"indole_c"	"MAM03701"
"MAM03702c"	""	""	""	""	""	""	""	""	""	""	"indoxyl"	"indoxyl_c"	"MAM03702"
"MAM03703c"	""	""	""	""	""	""	""	""	""	""	"inds"	"inds_c"	"MAM03703"
"MAM03701e"	"indole"	""	""	""	""	""	""	""	"MNXM377"	""	"indole"	"indole_s"	"MAM03701"
"MAM03703e"	""	""	""	""	""	""	""	""	""	""	"inds"	"inds_s"	"MAM03703"
"MAM03836e"	"pcresol"	"CHEBI:17847"	""	"HMDB0001858"	""	""	"C01468"	""	""	"2879"	"pcresol"	"pcresol_s"	"MAM03836"
"MAM03837e"	"pcs"	""	""	"HMDB0011635"	""	""	""	""	""	"4615423"	"pcs"	"pcs_s"	"MAM03837"
"MAM03215e"	"3hcinnm"	""	""	""	""	""	""	""	"MNXM1799"	""	"3hcinnm"	"3hcinnm_s"	"MAM03215"
"MAM03215c"	"3hcinnm"	""	""	""	""	""	""	""	"MNXM1799"	""	"3hcinnm"	"3hcinnm_c"	"MAM03215"
"MAM03231e"	""	""	""	""	""	""	""	""	""	""	"3hppa"	"3hppa_s"	"MAM03231"
"MAM02622e"	"normete__L"	"CHEBI:144308"	""	"HMDB0000819"	""	""	"C05589"	""	"MNXM3674"	"1237"	"normete_L"	"m02622s"	"MAM02622"
"MAM00400e"	""	"CHEBI:776"	""	"HMDB0000335"	""	""	"C05300"	"LMST02010041"	"MNXM3794"	"115116"	"C05300"	"m00400s"	"MAM00400"
"MAM01698e"	"dhbpt"	""	""	""	""	"HC00242"	"C00268"	""	"MNXM162257;MNXM90267"	"1879"	"dhbpt"	"m01698s"	"MAM01698"
"MAM02978e"	"thbpt"	"CHEBI:15372"	""	""	""	"HC00245"	"C00272"	""	"MNXM89658"	"1125"	"thbpt"	"m02978s"	"MAM02978"
"MAM03411e"	"alaargcys"	""	""	""	""	""	""	""	""	""	"alaargcys"	"alaargcys_s"	"MAM03411"
"MAM03412e"	"alaarggly"	""	""	""	""	""	""	""	""	""	"alaarggly"	"alaarggly_s"	"MAM03412"
"MAM03413e"	"alaasnleu"	""	""	""	""	""	""	""	""	""	"alaasnleu"	"alaasnleu_s"	"MAM03413"
"MAM03414e"	"alaglylys"	""	""	""	""	""	""	""	""	""	"alaglylys"	"alaglylys_s"	"MAM03414"
"MAM03415e"	"alahisala"	""	""	""	""	""	""	""	""	""	"alahisala"	"alahisala_s"	"MAM03415"
"MAM03416e"	"alalysthr"	""	""	""	""	""	""	""	""	""	"alalysthr"	"alalysthr_s"	"MAM03416"
"MAM03435e"	"argalaala"	""	""	""	""	""	""	""	""	""	"argalaala"	"argalaala_s"	"MAM03435"
"MAM03436e"	"argalaphe"	""	""	""	""	""	""	""	""	""	"argalaphe"	"argalaphe_s"	"MAM03436"
"MAM03437e"	"argalathr"	""	""	""	""	""	""	""	""	""	"argalathr"	"argalathr_s"	"MAM03437"
"MAM03438e"	"argarg"	""	""	""	""	""	""	""	""	""	"argarg"	"argarg_s"	"MAM03438"
"MAM03439e"	"argarglys"	""	""	""	""	""	""	""	""	""	"argarglys"	"argarglys_s"	"MAM03439"
"MAM03440e"	"argargmet"	""	""	""	""	""	""	""	""	""	"argargmet"	"argargmet_s"	"MAM03440"
"MAM03441e"	"argcysgly"	""	""	""	""	""	""	""	""	""	"argcysgly"	"argcysgly_s"	"MAM03441"
"MAM03442e"	"argcysser"	""	""	""	""	""	""	""	""	""	"argcysser"	"argcysser_s"	"MAM03442"
"MAM03443e"	"arggluglu"	""	""	""	""	""	""	""	""	""	"arggluglu"	"arggluglu_s"	"MAM03443"
"MAM03444e"	"argglupro"	""	""	""	""	""	""	""	""	""	"argglupro"	"argglupro_s"	"MAM03444"
"MAM03445e"	"argglygly"	""	""	""	""	""	""	""	""	""	"argglygly"	"argglygly_s"	"MAM03445"
"MAM03446e"	"arghisthr"	""	""	""	""	""	""	""	""	""	"arghisthr"	"arghisthr_s"	"MAM03446"
"MAM03447e"	"argleuphe"	""	""	""	""	""	""	""	""	""	"argleuphe"	"argleuphe_s"	"MAM03447"
"MAM03448e"	"arglysasp"	""	""	""	""	""	""	""	""	""	"arglysasp"	"arglysasp_s"	"MAM03448"
"MAM03449e"	"argphearg"	""	""	""	""	""	""	""	""	""	"argphearg"	"argphearg_s"	"MAM03449"
"MAM03450e"	"argpromet"	""	""	""	""	""	""	""	""	""	"argpromet"	"argpromet_s"	"MAM03450"
"MAM03451e"	"argprothr"	""	""	""	""	""	""	""	""	""	"argprothr"	"argprothr_s"	"MAM03451"
"MAM03452e"	"argserser"	""	""	""	""	""	""	""	""	""	"argserser"	"argserser_s"	"MAM03452"
"MAM03453e"	"argtyrval"	""	""	""	""	""	""	""	""	""	"argtyrval"	"argtyrval_s"	"MAM03453"
"MAM03454e"	"argvalcys"	""	""	""	""	""	""	""	""	""	"argvalcys"	"argvalcys_s"	"MAM03454"
"MAM03455e"	"argvaltrp"	""	""	""	""	""	""	""	""	""	"argvaltrp"	"argvaltrp_s"	"MAM03455"
"MAM03456e"	"asnasnarg"	""	""	""	""	""	""	""	""	""	"asnasnarg"	"asnasnarg_s"	"MAM03456"
"MAM03457e"	"asncyscys"	""	""	""	""	""	""	""	""	""	"asncyscys"	"asncyscys_s"	"MAM03457"
