rxns	rxnBiGGID	rxnEHMNID	rxnHMR2ID	rxnHepatoNET1ID	rxnKEGGID	rxnMetaNetXID	rxnREACTOMEID	rxnRatconID	rxnRecon3DID	rxnRetired	rxnRheaID	rxnRheaMasterID	rxnTCDBID	spontaneous
"MAR09574"	""	"RE2149R"	"HMR_9574"	""	""	"MNXR103626"	""	"RCR14830"	"RE2149R"	"HMR_9574"	""	""	""	0
"MAR09575"	""	""	"HMR_9575"	""	"R09365"	"MNXR112794"	""	"RCR14831"	"HMR_9575"	"HMR_9575"	""	"RHEA:45016"	""	0
"MAR09580"	""	""	"HMR_9580"	""	""	""	""	"RCR40961"	"HMR_9580"	"HMR_9580"	""	""	""	0
"MAR09581"	""	""	"HMR_9581"	""	""	""	""	"RCR40344"	"HMR_9581"	"HMR_9581"	""	""	""	0
"MAR09582"	""	""	"HMR_9582"	""	""	""	""	"RCR40345"	"HMR_9582"	"HMR_9582"	""	""	""	0
"MAR09583"	""	""	"HMR_9583"	""	""	""	""	"RCR40346"	"HMR_9583"	"HMR_9583"	""	""	""	0
"MAR09584"	""	""	"HMR_9584"	""	""	""	""	"RCR40347"	"HMR_9584"	"HMR_9584"	""	""	""	0
"MAR09585"	""	""	"HMR_9585"	""	""	""	""	"RCR40962"	"HMR_9585"	"HMR_9585"	""	""	""	0
"MAR09586"	""	""	"HMR_9586"	""	""	""	""	"RCR40963"	"HMR_9586"	"HMR_9586"	""	""	""	0
"MAR09587"	""	""	"HMR_9587"	""	""	""	""	"RCR40964"	"HMR_9587"	"HMR_9587"	""	""	""	0
"MAR09588"	""	""	"HMR_9588"	""	""	""	""	"RCR40965"	"HMR_9588"	"HMR_9588"	""	""	""	0
"MAR09798"	""	""	"HMR_9798"	""	"R01150"	"MNXR95678"	""	"RCR14834"	"HMR_9798"	"HMR_9798"	"RHEA:11225"	"RHEA:11224"	""	0
"MAR09806"	""	""	"HMR_9806"	""	"R02824"	""	""	"RCR14155"	"HMR_9806"	"HMR_9806"	""	""	""	0
"MAR00010"	""	""	"HMR_0010"	""	"R01351"	""	""	"RCR14156"	"HMR_0010"	"HMR_0010"	""	"RHEA:34019"	""	0
"MAR00011"	""	""	"HMR_0011"	""	""	""	""	"RCR30180"	"HMR_0011"	"HMR_0011"	""	""	""	0
"MAR00012"	""	""	"HMR_0012"	""	""	""	""	"RCR30288"	"HMR_0012"	"HMR_0012"	""	""	""	0
"MAR00013"	""	""	"HMR_0013"	""	""	""	""	"RCR30289"	"HMR_0013"	"HMR_0013"	""	""	""	0
"MAR00014"	""	""	"HMR_0014"	""	""	""	""	"RCR30290"	"HMR_0014"	"HMR_0014"	""	""	""	0
"MAR00477"	""	""	"HMR_0477"	""	""	""	""	"RCR30291"	"HMR_0477"	"HMR_0477"	""	""	""	0
"MAR00545"	""	""	"HMR_0545"	""	""	""	""	"RCR14157"	"HMR_0545"	"HMR_0545"	""	""	""	0
"MAR00546"	""	""	"HMR_0546"	""	""	""	""	"RCR14158"	"HMR_0546"	"HMR_0546"	""	""	""	0
"MAR00547"	""	""	"HMR_0547"	""	""	""	""	"RCR14159"	"HMR_0547"	"HMR_0547"	""	""	""	0
"MAR00548"	""	""	"HMR_0548"	""	""	""	""	"RCR14160"	"HMR_0548"	"HMR_0548"	""	""	""	0
"MAR00549"	""	""	"HMR_0549"	""	""	""	""	"RCR14161"	"HMR_0549"	"HMR_0549"	""	""	""	0
"MAR00550"	""	""	"HMR_0550"	""	""	""	""	"RCR14162"	"HMR_0550"	"HMR_0550"	""	""	""	0
"MAR00551"	""	""	"HMR_0551"	""	""	""	""	"RCR14163"	"HMR_0551"	"HMR_0551"	""	""	""	0
"MAR00552"	""	""	"HMR_0552"	""	""	""	""	"RCR14164"	"HMR_0552"	"HMR_0552"	""	""	""	0
"MAR00553"	""	""	"HMR_0553"	""	""	""	""	"RCR14165"	"HMR_0553"	"HMR_0553"	""	""	""	0
"MAR00555"	""	""	"HMR_0555"	""	""	""	""	"RCR10439"	"HMR_0555"	"HMR_0555"	""	""	""	0
"MAR00556"	""	""	"HMR_0556"	""	""	""	""	"RCR11011"	"HMR_0556"	"HMR_0556"	""	""	""	0
"MAR00557"	""	""	"HMR_0557"	""	""	""	""	"RCR11012"	"HMR_0557"	"HMR_0557"	""	""	""	0
"MAR00558"	""	""	"HMR_0558"	""	""	""	""	"RCR11013"	"HMR_0558"	"HMR_0558"	""	""	""	0
"MAR00559"	""	""	"HMR_0559"	""	""	""	""	"RCR11014"	"HMR_0559"	"HMR_0559"	""	""	""	0
"MAR00560"	""	""	"HMR_0560"	""	""	""	""	"RCR11015"	"HMR_0560"	"HMR_0560"	""	""	""	0
"MAR00561"	""	""	"HMR_0561"	""	""	""	""	"RCR14166"	"HMR_0561"	"HMR_0561"	""	""	""	0
"MAR00685"	""	""	"HMR_0685"	""	""	""	""	"RCR14167"	"HMR_0685"	"HMR_0685"	""	""	""	0
"MAR00686"	""	""	"HMR_0686"	""	""	""	""	"RCR14168"	"HMR_0686"	"HMR_0686"	""	""	""	0
"MAR00687"	""	""	"HMR_0687"	""	""	""	""	"RCR14837"	"HMR_0687"	"HMR_0687"	""	""	""	0
"MAR00688"	""	""	"HMR_0688"	""	""	""	""	"RCR14169"	"HMR_0688"	"HMR_0688"	""	""	""	0
"MAR00689"	""	""	"HMR_0689"	""	""	""	""	"RCR14170"	"HMR_0689"	"HMR_0689"	""	""	""	0
"MAR00690"	""	""	"HMR_0690"	""	""	""	""	"RCR14171"	"HMR_0690"	"HMR_0690"	""	""	""	0
"MAR00691"	""	""	"HMR_0691"	""	""	""	""	"RCR14172"	"HMR_0691"	"HMR_0691"	""	""	""	0
"MAR00692"	""	""	"HMR_0692"	""	""	""	""	"RCR14173"	"HMR_0692"	"HMR_0692"	""	""	""	0
"MAR01185"	""	""	"HMR_1185"	""	""	""	""	"RCR14174"	"HMR_1185"	"HMR_1185"	""	""	""	0
"MAR01227"	""	""	"HMR_1227"	""	""	""	""	"RCR14175"	"HMR_1227"	"HMR_1227"	""	""	""	0
"MAR05233"	""	""	"HMR_5233"	"r0004"	""	""	""	"RCR14838"	"HMR_5233"	"HMR_5233"	""	""	""	0
"MAR05234"	""	""	"HMR_5234"	"r0003"	""	""	""	"RCR14839"	"HMR_5234"	"HMR_5234"	""	""	""	0
"MAR05238"	""	""	"HMR_5238"	"r1158"	""	""	""	"RCR14840"	"HMR_5238"	"HMR_5238"	""	""	""	0
"MAR05239"	""	""	"HMR_5239"	""	""	""	""	"RCR14176"	"HMR_5239"	"HMR_5239"	""	""	""	0
"MAR05243"	""	""	"HMR_5243"	"r1281"	""	""	""	"RCR14841"	"HMR_5243"	"HMR_5243"	""	""	""	0
"MAR05244"	""	""	"HMR_5244"	"r1280"	""	""	""	"RCR14177"	"HMR_5244"	"HMR_5244"	""	""	""	0
"MAR05247"	""	""	"HMR_5247"	""	""	""	""	"RCR21056"	"HMR_5247"	"HMR_5247"	""	""	""	0
"MAR05257"	""	""	"HMR_5257"	""	""	""	""	"RCR14178"	"HMR_5257"	"HMR_5257"	""	""	""	0
"MAR09022"	""	""	"HMR_9022"	""	""	""	""	"RCR30292"	"HMR_9022"	"HMR_9022"	""	""	""	0
"MAR00004"	""	""	"HMR_0004"	""	""	""	""	"RCR40348"	"HMR_0004"	"HMR_0004"	""	""	""	0
"MAR00006"	""	""	"HMR_0006"	""	""	""	""	"RCR30139"	"HMR_0006"	"HMR_0006"	""	""	""	0
"MAR00007"	""	""	"HMR_0007"	""	"R02250"	""	""	"RCR30293"	"HMR_0007"	"HMR_0007"	""	""	""	0
"MAR00008"	""	""	"HMR_0008"	""	"R02687"	""	""	"RCR30294"	"HMR_0008"	"HMR_0008"	""	""	""	0
"MAR00009"	""	""	"HMR_0009"	""	""	""	""	"RCR40349"	"HMR_0009"	"HMR_0009"	""	""	""	0
"MAR00015"	""	""	"HMR_0015"	""	""	""	""	"RCR30295"	"HMR_0015"	"HMR_0015"	""	""	""	0
"MAR00016"	""	""	"HMR_0016"	""	""	""	""	"RCR30526"	"HMR_0016"	"HMR_0016"	""	""	""	0
"MAR00017"	""	""	"HMR_0017"	""	""	""	""	"RCR30296"	"HMR_0017"	"HMR_0017"	""	""	""	0
"MAR00018"	""	""	"HMR_0018"	"r1050"	""	"MNXR96700"	"R-HSA-265443"	"RCR40058"	"CHOLESTTDe;r1050"	"HMR_0018"	"RHEA:39750"	"RHEA:39747"	""	0
"MAR00019"	""	""	"HMR_0019"	""	""	""	""	"RCR40176"	"HMR_0019"	"HMR_0019"	""	""	""	0
"MAR00155"	""	""	"HMR_0155"	""	""	""	""	"RCR40028"	"HMR_0155"	"HMR_0155"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00164"	""	""	"HMR_0164"	""	""	""	""	"RCR40177"	"HMR_0164"	"HMR_0164"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00167"	""	""	"HMR_0167"	""	""	""	""	"RCR40350"	"HMR_0167"	"HMR_0167"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00170"	""	""	"HMR_0170"	""	""	""	""	"RCR40351"	"HMR_0170"	"HMR_0170"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00173"	""	""	"HMR_0173"	""	""	""	""	"RCR40178"	"OCTAt;OCTAte"	"HMR_0173"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00176"	""	""	"HMR_0176"	""	""	""	""	"RCR40352"	"HMR_0176"	"HMR_0176"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00179"	""	""	"HMR_0179"	"r2443"	""	""	""	"RCR40353"	"DCATDc"	"HMR_0179"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00183"	""	""	"HMR_0183"	""	""	""	""	"RCR40179"	"HMR_0183"	"HMR_0183"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00187"	"r2444"	""	"HMR_0187"	"r2444"	""	"MNXR97211"	""	"RCR40354"	"DDCAte"	"HMR_0187"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00190"	""	""	"HMR_0190"	"r1528"	""	"MNXR105499"	""	"RCR40355"	"DDCAFATP"	"HMR_0190"	""	""	"3.A.1.211.1"	0
"MAR00191"	""	""	"HMR_0191"	""	""	""	""	"RCR40356"	"HMR_0191"	"HMR_0191"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00194"	""	""	"HMR_0194"	""	""	""	""	"RCR40357"	"HMR_0194"	"HMR_0194"	""	""	"3.A.1.211.1"	0
"MAR00195"	"TTDCAtr"	""	"HMR_0195"	"r2445"	""	""	""	"RCR40358"	"TTDCAtr"	"HMR_0195"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00198"	""	""	"HMR_0198"	"r1529"	""	"MNXR105500"	""	"RCR40359"	"r1529"	"HMR_0198"	""	""	"3.A.1.211.1"	0
"MAR00199"	"TTDCEAt"	""	"HMR_0199"	""	""	""	""	"RCR40078"	"TTDCEAt"	"HMR_0199"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00202"	""	""	"HMR_0202"	""	""	""	""	"RCR40180"	"TTDCEAATP"	"HMR_0202"	""	""	"3.A.1.211.1"	0
"MAR00203"	""	""	"HMR_0203"	""	""	""	""	"RCR40079"	"HMR_0203"	"HMR_0203"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00207"	""	""	"HMR_0207"	""	""	""	""	"RCR40181"	"HMR_0207"	"HMR_0207"	""	""	"3.A.1.211.1"	0
"MAR00208"	""	""	"HMR_0208"	""	""	""	""	"RCR40360"	"HMR_0208"	"HMR_0208"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00211"	""	""	"HMR_0211"	""	""	""	""	"RCR40361"	"HMR_0211"	"HMR_0211"	""	""	"3.A.1.211.1"	0
"MAR00212"	"PTDCAt"	""	"HMR_0212"	""	""	""	""	"RCR40362"	"PTDCAt"	"HMR_0212"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00215"	""	""	"HMR_0215"	""	""	""	""	"RCR40363"	"HMR_0215"	"HMR_0215"	""	""	"3.A.1.211.1"	0
"MAR00216"	"HDCAt"	""	"HMR_0216"	"r0935"	""	"MNXR99101"	""	"RCR40364"	"HDCAtr"	"HMR_0216"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00224"	""	""	"HMR_0224"	"r1515"	""	"MNXR105487"	""	"RCR40365"	"r1515"	"HMR_0224"	""	""	"3.A.1.211.1"	0
"MAR00225"	"HDCEAt"	""	"HMR_0225"	"r2442"	""	"MNXR99102"	""	"RCR40366"	"HDCEAtr"	"HMR_0225"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00231"	""	""	"HMR_0231"	"r1523"	""	"MNXR105495"	""	"RCR40367"	"r1523"	"HMR_0231"	""	""	"3.A.1.211.1"	0
"MAR00232"	"HMR_0232"	""	"HMR_0232"	""	""	""	""	"RCR40080"	"HMR_0232"	"HMR_0232"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00235"	""	""	"HMR_0235"	""	""	""	""	"RCR40182"	"HMR_0235"	"HMR_0235"	""	""	"3.A.1.211.1"	0
"MAR00236"	"HPDCAt"	""	"HMR_0236"	""	""	""	""	"RCR40368"	"HPDCAt"	"HMR_0236"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00239"	""	""	"HMR_0239"	""	""	""	""	"RCR40369"	"HMR_0239"	"HMR_0239"	""	""	"3.A.1.211.1"	0
"MAR00240"	""	""	"HMR_0240"	""	""	""	""	"RCR40081"	"HMR_0240"	"HMR_0240"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00243"	""	""	"HMR_0243"	""	""	""	""	"RCR40183"	"HMR_0243"	"HMR_0243"	""	""	"3.A.1.211.1"	0
"MAR00244"	"HMR_0244"	""	"HMR_0244"	""	""	""	""	"RCR40082"	"HMR_0244"	"HMR_0244"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00247"	""	""	"HMR_0247"	""	""	""	""	"RCR40184"	"HMR_0247"	"HMR_0247"	""	""	"3.A.1.211.1"	0
"MAR00248"	"STRDNCt"	""	"HMR_0248"	"r0982"	""	"MNXR104604"	""	"RCR40370"	"OCDCAtr"	"HMR_0248"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00253"	""	""	"HMR_0253"	"r1517"	""	"MNXR105489"	""	"RCR40371"	"HMR_0253"	"HMR_0253"	""	""	"3.A.1.211.1"	0
"MAR00254"	"HMR_0254"	""	"HMR_0254"	""	""	""	""	"RCR40083"	"HMR_0254"	"HMR_0254"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00257"	""	""	"HMR_0257"	""	""	""	""	"RCR40185"	"HMR_0257"	"HMR_0257"	""	""	"3.A.1.211.1"	0
"MAR00258"	"VACCt"	""	"HMR_0258"	""	""	""	""	"RCR40084"	"VACCt"	"HMR_0258"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00261"	""	""	"HMR_0261"	""	""	""	""	"RCR40186"	"HMR_0261"	"HMR_0261"	""	""	"3.A.1.211.1"	0
"MAR00262"	"OCDCEAt"	""	"HMR_0262"	"r1300"	""	"MNXR99110"	""	"RCR40372"	"OCDCEAtr"	"HMR_0262"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00265"	""	""	"HMR_0265"	"r1516"	""	"MNXR105488"	""	"RCR40373"	"r1516"	"HMR_0265"	""	""	"3.A.1.211.1"	0
"MAR00266"	"ELAIDt"	""	"HMR_0266"	"r2440"	""	"MNXR97915"	""	"RCR40374"	"ELAIDt"	"HMR_0266"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00269"	""	""	"HMR_0269"	"r1519"	""	"MNXR105491"	""	"RCR40375"	"r1519"	"HMR_0269"	""	""	"3.A.1.211.1"	0
"MAR00270"	""	""	"HMR_0270"	""	""	""	""	"RCR40085"	"HMR_0270"	"HMR_0270"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00273"	""	""	"HMR_0273"	""	""	""	""	"RCR40187"	"HMR_0273"	"HMR_0273"	""	""	"3.A.1.211.1"	0
"MAR00274"	""	""	"HMR_0274"	""	""	""	""	"RCR40086"	"LNELDCt"	"HMR_0274"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00277"	""	""	"HMR_0277"	""	""	""	""	"RCR40188"	"HMR_0277"	"HMR_0277"	""	""	"3.A.1.211.1"	0
"MAR00278"	""	""	"HMR_0278"	""	""	""	""	"RCR40376"	"HMR_0278"	"HMR_0278"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00281"	""	""	"HMR_0281"	""	""	""	""	"RCR40377"	"HMR_0281"	"HMR_0281"	""	""	"3.A.1.211.1"	0
"MAR00282"	"ARACHt"	""	"HMR_0282"	""	""	""	""	"RCR40378"	"ARACHt"	"HMR_0282"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00287"	""	""	"HMR_0287"	""	""	""	""	"RCR40379"	"HMR_0287"	"HMR_0287"	""	""	"3.A.1.211.1"	0
"MAR00288"	""	""	"HMR_0288"	""	""	""	""	"RCR40087"	"HMR_0288"	"HMR_0288"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00291"	""	""	"HMR_0291"	""	""	""	""	"RCR40189"	"HMR_0291"	"HMR_0291"	""	""	"3.A.1.211.1"	0
"MAR00292"	"HMR_0292"	""	"HMR_0292"	""	""	""	""	"RCR40088"	"HMR_0292"	"HMR_0292"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00295"	""	""	"HMR_0295"	""	""	""	""	"RCR40190"	"CE2510t"	"HMR_0295"	""	""	"3.A.1.211.1"	0
"MAR00296"	"HMR_0296"	""	"HMR_0296"	""	""	""	""	"RCR40089"	"HMR_0296"	"HMR_0296"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00299"	""	""	"HMR_0299"	""	""	""	""	"RCR40191"	"HMR_0299"	"HMR_0299"	""	""	"3.A.1.211.1"	0
"MAR00300"	""	""	"HMR_0300"	""	""	""	""	"RCR40090"	"HMR_0300"	"HMR_0300"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00303"	""	""	"HMR_0303"	""	""	""	""	"RCR40192"	"HMR_0303"	"HMR_0303"	""	""	"3.A.1.211.1"	0
"MAR00304"	""	""	"HMR_0304"	""	""	""	""	"RCR40380"	"HMR_0304"	"HMR_0304"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00307"	""	""	"HMR_0307"	""	""	""	""	"RCR40381"	"HMR_0307"	"HMR_0307"	""	""	"3.A.1.211.1"	0
"MAR00308"	""	""	"HMR_0308"	""	""	""	""	"RCR40382"	"HMR_0308"	"HMR_0308"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00311"	""	""	"HMR_0311"	""	""	""	""	"RCR40383"	"HMR_0311"	"HMR_0311"	""	""	"3.A.1.211.1"	0
"MAR00312"	""	""	"HMR_0312"	""	""	""	""	"RCR40091"	"DOCOSACTDe"	"HMR_0312"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00317"	""	""	"HMR_0317"	""	""	""	""	"RCR40193"	"HMR_0317"	"HMR_0317"	""	""	"3.A.1.211.1"	0
"MAR00318"	"CE2512te"	""	"HMR_0318"	""	""	""	""	"RCR40092"	"CE2512te"	"HMR_0318"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00321"	""	""	"HMR_0321"	""	""	""	""	"RCR40194"	"HMR_0321"	"HMR_0321"	""	""	"3.A.1.211.1"	0
"MAR00322"	""	""	"HMR_0322"	""	""	""	""	"RCR40093"	"HMR_0322"	"HMR_0322"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00325"	""	""	"HMR_0325"	""	""	""	""	"RCR40195"	"HMR_0325"	"HMR_0325"	""	""	"3.A.1.211.1"	0
"MAR00326"	""	""	"HMR_0326"	""	""	""	""	"RCR40384"	"HMR_0326"	"HMR_0326"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00329"	""	""	"HMR_0329"	""	""	""	""	"RCR40385"	"HMR_0329"	"HMR_0329"	""	""	"3.A.1.211.1"	0
"MAR00330"	"LGNCt"	""	"HMR_0330"	"r2441"	""	"MNXR101065"	""	"RCR40386"	"LGNCt"	"HMR_0330"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00335"	""	""	"HMR_0335"	"r1522"	""	"MNXR105494"	""	"RCR40387"	"r1522"	"HMR_0335"	""	""	"3.A.1.211.1"	0
"MAR00336"	""	""	"HMR_0336"	""	""	""	""	"RCR40388"	"CE2513td"	"HMR_0336"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00339"	""	""	"HMR_0339"	""	""	""	""	"RCR40389"	"CE2513ATP"	"HMR_0339"	""	""	"3.A.1.211.1"	0
"MAR00340"	""	""	"HMR_0340"	""	""	""	""	"RCR40094"	"HEXCt"	"HMR_0340"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00343"	""	""	"HMR_0343"	""	""	""	""	"RCR40196"	"HMR_0343"	"HMR_0343"	""	""	"3.A.1.211.1"	0
"MAR00344"	""	""	"HMR_0344"	""	""	""	""	"RCR40390"	"HMR_0344"	"HMR_0344"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00347"	""	""	"HMR_0347"	""	""	""	""	"RCR40391"	"HMR_0347"	"HMR_0347"	""	""	"3.A.1.211.1"	0
"MAR00348"	"LNLNCAt"	""	"HMR_0348"	"r1363"	""	"MNXR101110"	""	"RCR40392"	"LNLNCAt"	"HMR_0348"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00351"	""	""	"HMR_0351"	"r1521"	""	"MNXR105493"	""	"RCR40393"	"r1521"	"HMR_0351"	""	""	"3.A.1.211.1"	0
"MAR00352"	""	""	"HMR_0352"	""	""	""	""	"RCR40394"	"STRDNCt"	"HMR_0352"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00355"	""	""	"HMR_0355"	""	""	""	""	"RCR40395"	"r1517"	"HMR_0355"	""	""	"3.A.1.211.1"	0
"MAR00356"	""	""	"HMR_0356"	""	""	""	""	"RCR40396"	"EICOSTETt"	"HMR_0356"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00359"	""	""	"HMR_0359"	""	""	""	""	"RCR40397"	"HMR_0359"	"HMR_0359"	""	""	"3.A.1.211.1"	0
"MAR00360"	""	""	"HMR_0360"	""	""	""	""	"RCR40398"	"TMNDNCt"	"HMR_0360"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00363"	""	""	"HMR_0363"	""	""	""	""	"RCR40399"	"HMR_0363"	"HMR_0363"	""	""	"3.A.1.211.1"	0
"MAR00364"	"CLPNDt"	""	"HMR_0364"	""	""	""	""	"RCR40400"	"CLPNDt"	"HMR_0364"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00367"	""	""	"HMR_0367"	""	""	""	""	"RCR40401"	"HMR_0367"	"HMR_0367"	""	""	"3.A.1.211.1"	0
"MAR00368"	""	""	"HMR_0368"	""	""	""	""	"RCR40095"	"TETPENT3t"	"HMR_0368"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00371"	""	""	"HMR_0371"	""	""	""	""	"RCR40197"	"HMR_0371"	"HMR_0371"	""	""	"3.A.1.211.1"	0
"MAR00372"	""	""	"HMR_0372"	""	""	""	""	"RCR40096"	"TETHEX3t"	"HMR_0372"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00375"	""	""	"HMR_0375"	""	""	""	""	"RCR40198"	"HMR_0375"	"HMR_0375"	""	""	"3.A.1.211.1"	0
"MAR00376"	"CRVNCtr"	""	"HMR_0376"	""	""	""	""	"RCR40402"	"CRVNCtr;CE0328te"	"HMR_0376"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00379"	""	""	"HMR_0379"	""	""	""	""	"RCR40403"	"CE0328t"	"HMR_0379"	""	""	"3.A.1.211.1"	0
"MAR00380"	""	""	"HMR_0380"	""	""	""	""	"RCR40097"	"HMR_0380"	"HMR_0380"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00383"	""	""	"HMR_0383"	""	""	""	""	"RCR40199"	"HMR_0383"	"HMR_0383"	""	""	"3.A.1.211.1"	0
"MAR00384"	""	""	"HMR_0384"	""	""	""	""	"RCR40098"	"HMR_0384"	"HMR_0384"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00387"	""	""	"HMR_0387"	""	""	""	""	"RCR40200"	"HMR_0387"	"HMR_0387"	""	""	"3.A.1.211.1"	0
"MAR00388"	""	""	"HMR_0388"	""	""	""	""	"RCR40099"	"HMR_0388"	"HMR_0388"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00391"	""	""	"HMR_0391"	""	""	""	""	"RCR40201"	"HMR_0391"	"HMR_0391"	""	""	"3.A.1.211.1"	0
"MAR00392"	""	""	"HMR_0392"	""	""	""	""	"RCR40100"	"HMR_0392"	"HMR_0392"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00395"	""	""	"HMR_0395"	""	""	""	""	"RCR40202"	"HMR_0395"	"HMR_0395"	""	""	"3.A.1.211.1"	0
"MAR00396"	"LNLCt"	""	"HMR_0396"	"r0985"	""	"MNXR101107"	""	"RCR40404"	"LNLCt"	"HMR_0396"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00399"	""	""	"HMR_0399"	"r1518"	""	"MNXR105490"	""	"RCR40405"	"r1518"	"HMR_0399"	""	""	"3.A.1.211.1"	0
"MAR00400"	"LNLNCGt"	""	"HMR_0400"	"r1297"	""	"MNXR101114"	""	"RCR40406"	"LNLNCGt"	"HMR_0400"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00403"	""	""	"HMR_0403"	"r1520"	""	"MNXR105492"	""	"RCR40407"	"r1520"	"HMR_0403"	""	""	"3.A.1.211.1"	0
"MAR00404"	"DLNLCGt"	""	"HMR_0404"	"r1366"	""	""	""	"RCR40408"	"DLNLCGt"	"HMR_0404"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00407"	""	""	"HMR_0407"	"r1525"	""	"MNXR105496"	""	"RCR40409"	"r1525"	"HMR_0407"	""	""	"3.A.1.211.1"	0
"MAR00408"	"ARACHDt2"	""	"HMR_0408"	"r0930"	""	"MNXR95918"	""	"RCR40043"	"ARACHDt2"	"HMR_0408"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00411"	""	""	"HMR_0411"	"r1514"	""	"MNXR105486"	""	"RCR40203"	"r1514"	"HMR_0411"	""	""	"3.A.1.211.1"	0
"MAR00412"	"ADRNt"	""	"HMR_0412"	""	""	""	""	"RCR40059"	"ADRNt"	"HMR_0412"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00415"	""	""	"HMR_0415"	""	""	""	""	"RCR40204"	"HMR_0415"	"HMR_0415"	""	""	"3.A.1.211.1"	0
"MAR00416"	""	""	"HMR_0416"	""	""	""	""	"RCR40101"	"TETTET6t"	"HMR_0416"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
"MAR00419"	""	""	"HMR_0419"	""	""	""	""	"RCR40205"	"HMR_0419"	"HMR_0419"	""	""	"3.A.1.211.1"	0
"MAR00420"	""	""	"HMR_0420"	""	""	""	""	"RCR40102"	"TETPENT6t"	"HMR_0420"	""	""	"4.C.1.1.5;4.C.1.1.8"	0
